ID,Transcription,duration,duration_bin
ID_CQNMJF,"By birth, they are citizens of the United States and Great Britain, but a group of Virgin Islanders in New York say they are Caribbean people at heart, and it's about time the Caribbean and its diaspora recognize the Virgin Islands as an integral part of the region.",14.489,long
ID_LGFXXT,"On Sunday, Montserrat experienced near-continuous rockfalls and pyroclastic flows at certain periods of the day.",6.846,medium_long
ID_VYCULQ,What the ACP says is that often,3.083,short
ID_FKMWDY,I'm Hugh Crosskill and this is BBC Caribbean Report.,3.663,medium_short
ID_VRCUWM,The Aruba government reduced to a chaotic administration as the island heads for the poles.,4.825,medium_short
ID_OLNEAB,"We really, in my judgment, had no options here.",3.301,short
ID_AARAVA,"That is Bible with me, and there is where I stand.",6.264,medium_long
ID_FHVOCP,"US officials say they've noticed a change of direction and tone in Father Aristide's recent remarks, suggesting he was backing off his previously strong anti-US rhetoric.",10.436,long
ID_EEJPBU,"History cannot but be kind and record the enormity and profoundness of this great man's contribution to Antigua and Barbuda, the Caribbean, and indeed the world.",15.534,long
ID_EMNANL,This was announced by Prime Minister James Mitchell during a national broadcast last night.,4.746,medium_short
ID_TLTLAA,How successful were the heads in dispelling the skepticism that appears to have accompanied them into the meeting?,5.011,medium_short
ID_SBOFUF,"So, I mean, can we say that this was a sort of death rattle of devaluerism, this last gasp attempt to hold power?",6.242,medium_long
ID_BMIHWA,The Ministry of Agriculture in Castries says that a little less than twenty percent of St.,4.483,medium_short
ID_ZQEFGR,President Aristide responds from Port of Spain.,2.481,short
ID_YBUBME,"What we know for a fact is that the people who came out today, they're not well-known, they're not yet public figures, but behind them are people who cannot be named at this stage.",10.786,long
ID_EIZEQP,"Because if she doesn't, people are even starting to think that she doesn't put the full force of the army in action.",9.418,long
ID_IKALYT,Lucia after a man convicted of rape and murder is jailed for fifteen years.,4.384,medium_short
ID_YRYEYZ,I'm Mike Jarvis and this is BBC Caribbean Report.,3.122,short
ID_CBFAQD,"For the grievances against this current government, and even against the president, the current president, crystallize around the economic policy of the government.",8.824,long
ID_DEFKVL,hasn't gone far enough to warrant,2.104,short
ID_WOWUJJ,should be engaged and that it would be a free and fair trial this trial we we were satisfied is a trial by civilian judges we were a little concerned at first when we thought that it might have been a tribunal of some kind uh but this is a court uh set up apparently by mr sharif himself,28.658,long
ID_BLBIVG,Kitts Nevis are annoyed at international and local press reports about crime on the island following two recent murders there.,6.581,medium_long
ID_BQMCXO,"And they say that one of the common occurrences is for the Cubans to leap into the sea and swim furiously for shore, then stand on the beach and await capture.",9.264,long
ID_NMOIEH,But she said in her farewell speech yesterday she was resigning for the sake of party unity.,4.481,medium_short
ID_GAOFTW,"The letter was supported by the retired Archbishop of the West Indies, Cothbert Woodruff, and former Governor General Sidney Monroe.",7.154,medium_long
ID_BBJSGU,Father Jean Bertrand Aristide on Wednesday.,2.543,short
ID_ZSLUIJ,They had indicated on Monday that they would undertake industrial action if Liat failed to meet their salary demands.,5.442,medium_long
ID_XTBGDV,"Until recently, few in the airline industry could fault Cubana's record.",3.763,medium_short
ID_VJKRTF,"I advise you to appoint December tenth, two thousand and one as the time when a general election shall be held.",7.806,long
ID_VVYKPZ,"The workers are hurting so badly now, so terribly.",4.044,medium_short
ID_CPDCLD,They need two point six million dollars to complete,4.021,medium_short
ID_BIQBPV,They also reported a third vent opening up.,2.281,short
ID_XDQOPT,"We pressed ahead with those sanctions, and those sanctions worked.",3.503,medium_short
ID_HFCTRP,"If we don't have this problem resolved shortly on a particular day, we're going to take some actions.",4.582,medium_short
ID_ERFUBP,And a fresh call for West Indies cricket coach and manager to resign.,3.602,medium_short
ID_CXNLIG,Vincentian Prime Minister Sir James Mitchell has sent a letter of protest to the US Ambassador condemning the State Department's drug report.,7.643,medium_long
ID_YJPRYC,The first is there is an alarming documented list that is coming through from a number of constituencies where voters are left off.,12.096,long
ID_UBWHOG,I have gone a far way towards meeting the alleged concerns of opposition parties.,5.823,medium_long
ID_RTCCXO,An American political consultant whose campaign strategy angered the governing BLP forced to leave Bridgetown.,6.204,medium_long
ID_TAVDPR,"Some observers, however, question how effective the ban would be.",3.521,medium_short
ID_AEWHDV,"But today, Mr. King left for Barbados.",2.361,short
ID_ECQRXQ,We are concerned about the fact that the corruption is wider than that.,4.401,medium_short
ID_QNKMNO,Negotiations have been a tricky business.,2.361,short
ID_PJREYH,One trade unionist's recipe for industrial relations harmony and Europe told to change its attitude to Cuba.,6.622,medium_long
ID_SJAZJS,People running in the style that you see on television in South Africa.,3.764,medium_short
ID_WIZBHT,"As the EU prepares to defend its banana regime, US policy comes under fire.",4.543,medium_short
ID_KXJJPO,"While he's locked in battle over the past two weeks with the Prime Minister, the President of Trinidad and Tobago today launched the International Year of Peace for the United Nations.",9.528,long
ID_EJMDIG,"Today, tourism has taken over as the country's top industry.",3.243,short
ID_LKXQEF,"The law has not been taken into consideration and respected in this instance, the letter said.",5.122,medium_short
ID_DNLWEM,"The Prime Minister has also sent his national security minister, Cady Knight, to London to seek help for the security forces.",5.961,medium_long
ID_OPINVF,Lucia for BBC Caribbean Report.,2.02,short
ID_KATFHA,"The findings are being taken as a validation of those results, from which the People's Progressive Party was declared the winner and Janet Jagan sworn in as president.",8.502,long
ID_UGDRSF,of executing criminals.,2.021,short
ID_EWRTJO,I'm Debbie Ransom and this is BBC Caribbean Report.,3.227,short
ID_DJDMKJ,"But living abroad as long as they have, haven't they become somewhat detached from the goings-on in Montserrat?",6.663,medium_long
ID_EFPALZ,"From London, BBC Caribbean Report.",3.183,short
ID_QMXCOA,Have they grossly exaggerated the extent of your London savings?,3.501,medium_short
ID_RDEUIS,The Speaker may be able to use a forecasting vote to have the bill defeated and thrown out.,4.149,medium_short
ID_ITHGYP,"And as you've just heard, the Pandey-Robinson impasse in Port of Spain taking up in the Senate.",4.504,medium_short
ID_OYDIWS,"That was just a blunder, I would say, because of the fact he had the perception that things were going different than what he should have looked into.",9.526,long
ID_JHOXID,Pete Ninvalen-Castries looks at what have emerged as the main election issues.,4.182,medium_short
ID_ZYIEVC,"PNM Convention on the thirteenth of October last year, at which Mr. Manning was reinstated as the political leader, and in which the entire Rowley slate was defeated, a number of people became very disillusioned.",15.354,long
ID_JRTHBZ,"The clean sweep, he says, sends a very serious message to an opposition the Prime Minister described as lacking in unity and not having a clear program.",8.166,long
ID_ELVJJD,I'm Ken Richards and this is BBC Caribbean Report.,3.023,short
ID_DVKLHU,But Mr. Lestrade says he does not see any such relocation taking place.,4.402,medium_short
ID_CTQFUJ,She added that the aim is to implement them in time to form part of a renewed contract with a Taiwanese company paid to promote Dominican economic citizenship in the Pacific Rim.,10.088,long
ID_ELOKAJ,"At the moment, I think the treaty will stand, in spite of Mr. Bautista's reaction.",5.546,medium_long
ID_LVSSSV,allowing him to return to the House on Friday.,2.161,short
ID_UVQXQY,Suriname's army commander heads for Africa to learn about national reconciliation.,4.642,medium_short
ID_WAFCSK,"At that meeting, representatives also criticized the breaking of the embargo following two shipments of oil to Haiti in recent times.",6.937,medium_long
ID_VUUNYY,There is no problem with that.,2.021,short
ID_EVQNPI,"If anybody intends to come here to destroy this, I tell you, because everybody is designed to defend the country.",8.508,long
ID_YXNUTD,President Bill Clinton has promised Caribbean heads of government that he will seek swift congressional approval of a Caribbean Basin Trade Enhancement Act.,9.124,long
ID_YBYIYW,Colin Smith and George Nungayana for BBC Caribbean Report.,2.727,short
ID_PRIXBA,Reporter Jean-Michel Carrois has been monitoring the talks taking place just inside the country's border with Haiti.,6.063,medium_long
ID_WRXZVE,The European Parliament hits out at the World Trade Organisation over its banana ruling.,4.364,medium_short
ID_OYTZCS,One UK-based aviation expert with wide knowledge of the region's aviation industry says they hardly have an alternative.,6.346,medium_long
ID_GUSTVQ,And lawyers involved in the proceedings say there's an overall sense of poor organisation and bad management associated with the scheme.,6.982,medium_long
ID_THQRGP,At stake are the thirteen seats in the Legislative Council of the British Dependency.,3.925,medium_short
ID_VHJLGZ,I'm disappointed to hear that because I would have hoped that the verdict would be unlawful killing.,8.406,long
ID_OKBXBW,"One of the region's main hubs for air travel, Antigua, suffered badly today from a bout of industrial action.",5.744,medium_long
ID_HWXXVP,A pot of spin explanation on the question of funding for the Caribbean Court of Justice and the reggae boys minus their Brazilian coach.,7.105,medium_long
