ID,Transcription
ID_BPDBSU,The United States' challenge at the WTO over Europe's banana preferences led to three WTO rulings against the trade regime.
ID_CDURVS,I'm very concerned that their medical conditions are not being properly monitored.
ID_AFAJJP,"Well, I think one effort is to get the Puerto Rican government to come out with a clear statement in favor of it, inciting all the constructive reasons."
ID_BRWLCC,Have the Asian tigers been tamed?
ID_JMDXBM,I'm still kind of shaking about the whole thing.
ID_GYCQVS,"He did say, however, he discovered them about four weeks ago."
ID_EMMBKM,They perceive it as a language coming from slavery.
ID_NOZIFE,Guarded optimism in Haiti for the return of President Aristide after he shows some flexibility in the latest round of negotiations.
ID_TCLHRM,The Chilean llamas barred from entering the United States now face a two-year stay on a barren Caribbean island.
ID_YZOJZJ,"Large areas of Cuba were still without electricity, gas and water today, two days after Hurricane Michelle hit the island, destroying homes and crops."
ID_DXFAEO,I'm Emma Joseph and this is BBC Caribbean Report.
ID_ABMXKC,Pete Ninval is our reporter in Castries.
ID_WCKOMT,"You're not saying, Prime Minister, they were wrong in the past to focus to the extent they did on restoring democracy in Nigeria and Sierra Leone?"
ID_MRNLMV,Lucia's John Compton is taking a cautious approach to U.S.
ID_ZOYTTV,"But when it comes to general things that the Commonwealth is interested in looking at and in doing perhaps in unison, then she comes in as the head of the Commonwealth."
ID_GYLWOB,My own feeling now is that the New National Party is far more ready than any political party right now in terms of facing the polls.
ID_TWLUVD,We have reaction from inside and outside the Caribbean.
ID_RONJVX,"We have the question of vulnerability in terms of trade and our problems with the bananas, because Belize is also a major banana producer."
ID_TILMBL,"Chastanet says Air Jamaica has learned from the mistakes of other commuter carriers and with sound financial planning, EC Express is likely to be successful."
ID_IJNXOY,I think it's no secret that you see yourself playing a big role in whatever government emerges when President Aristide is inaugurated.
ID_AVGCRV,"But in that regard, on the question of transportation and, I suppose, costs as well, wouldn't it be easier for Eastern Europe to look towards Africa?"
ID_QZPVDC,It was quite indiscriminate in a large sense.
ID_GFNMMP,They are talking about it being encouraging.
ID_GORCYM,"There are growing tensions between Haiti's executive branch and its parliament, and Jamaica tourist board officials stunned as the United States issues a crime warning to potential tourists."
ID_DCKTZN,"From London, BBC Caribbean Report."
ID_ZJCIIG,There have been further clashes today between police and demonstrators in Guyana as the opposition People's National Congress pledged to defy a government ban on marches.
ID_TQDYSL,President George W. Bush that he's to stop the Navy from using the island of Vieques for bombing exercises.
ID_GOKMOZ,Voter registration for the upcoming poll closed on the third of January.
ID_JOSIRD,My government will honor the award in respect of wages and salaries for
ID_NYMUZW,"For Fidel Castro, the elections will be a unique experience."
ID_WSHGVC,"and British Virgin Islands, Ceiba, St."
ID_ZAYMQF,There are certainly justifiable fears there.
ID_KPMXSB,"So we would welcome, for example, foreign aid that would assist us with building more schools or providing more training for teachers or more computers for our classrooms."
ID_UHAOSE,Labour unions and the Barbados private sector to join forces tomorrow in a protest that could shut down the country.
ID_TMVFJF,A call for Caribbean unity as the United States announces its decision to take its case against Europe's banana regime to the World Trade Organization.
ID_GCOKPJ,And the West Indies get off the mark in South Africa.
ID_VGXRYY,"Dr. Haber believes that after eight weeks of being treated like a little prince in Miami, Eliane will be very reluctant to leave."
ID_YPRMWO,Grenadian Prime Minister Keith Mitchell wants Taiwan given membership in the Caribbean Development Bank alongside mainland China.
ID_PTGIYO,to catch a trafficker wherever he goes or to deal with this system.
ID_YKDNMI,"And this mad, rushed anarchy that we were heading to should come to an end."
ID_EZOFRT,He says there's need for a rethinking of traditional trade and aid policies that help developing countries at the expense of industrialized nations.
ID_BJWDRB,What have been the major stumbling blocks to getting these sort of proposals implemented?
ID_FADZOE,I don't think people are going to moderate their behavior because of a possible consequence many years down the line.
ID_UZMYGP,"That, in a sense, presupposes that we could quite possibly in the not-too-distant future see a resolution of the crisis in Haiti."
ID_KAMMQB,Two thousand metric tons of bunker fuel destined for Antigua
ID_GTEDPY,"West Indies fast bowler Winston Benjamin has been asked from the squad due to a lack of fitness and discipline, but the Antiguan rejects the latter charge."
ID_VRJKSC,He said that the countries are sending a clear signal to President Castro to clean up his act.
ID_HDVAUE,"As Lionel Martin reports from Havana, while the Cuban government will be pleased to have a new trade agreement with the Soviets, the special benefits of the past have all but disappeared."
ID_GFETGG,It is moving north-northeast near nine miles an hour with maximum sustained winds of about seventy-five miles per hour.
ID_DFHPBY,"From London, BBC Caribbean Report."
ID_SXWVHA,"Barbadian officials, CARICOM leaders and the press are this evening in anticipation mode as they await the arrival of U.S."
ID_MODPKE,"Well, of course."
ID_XUFLJE,I'm Bertram Niles and this is BBC Caribbean Report.
ID_MGFCMT,WTO ambassadors have abandoned their attempts to reach agreement on what should be included in the next global trade round.
ID_WZOYZC,I am Keith Stonegraves and this is BBC Caribbean Report.
ID_WCPZSM,Caribbean delegates did not disguise their anger at a blacklist they feel could destroy their industries and their economies.
ID_MSEXGE,"The chief negotiator for the EU's Executive Commission, Philip Lowe, says both sides are on course towards concluding a final agreement."
ID_XNLERW,We are glad that this is taking front stage.
ID_FAZEJV,"Lucia's case, Amber Charles is hoping for additional progress."
ID_EHSGMP,"Caribbean concern has also heightened in light of the proposed takeover of the parent company of British Sugar by Tate & Lyle, and the news that Tate & Lyle has developed a new artificial sweetener."
ID_GGORJE,I'm Ken Richards and this is BBC Caribbean Report.
ID_QZATKM,"The eruption, described by scientists and emergency officials as major, occurred just after one o'clock Eastern Caribbean time Monday, when most workers in the capital were returning from their lunch break."
ID_WQPEOO,"From London, BBC Caribbean Report."
ID_NLWUVT,And can the reggae boys see off Japan to avoid finishing last in their group?
ID_YCILBB,You're listening to BBC Caribbean Report.
ID_DGSQAD,that tomorrow's meeting will enhance the process somewhat and bring us a step closer to that ultimate goal of complete political integration.
ID_GJBEBD,Regional travel agents are up in arms over what a senior official of the Caribbean Association of Travel Agents called a rude notice from American Airlines.
ID_RVSOLY,"Some of them were real bloody, some of them were unconscious."
ID_DUFKZJ,The mudslides there have been heavy because they have been saturated already over the past couple of weeks where rain is concerned.
ID_WNDDII,"Her husband, whose name has only been given as Mr. Nobriaga, is a heating engineer."
ID_TVRJMI,"The weight of opinion of most regional sports journalists BBC Caribbean reports spoke with was that Lara would get the job, but it doesn't mean that everyone was happy with the appointment."
ID_IAPCMY,"Indications are, in fact, that it will probably insist on both the interim review and later a full-scale legal appeal, which could take matters till the end of September."
ID_IETJJH,I'm Emma Joseph and this is BBC Caribbean Report.
ID_MDFCBD,"From London, BBC Caribbean Report."
ID_VBAZGK,His visit was aimed at resolving a dispute.
ID_OINRHY,I'm Mike Jarvis and this is BBC Caribbean Report.
ID_DTTYEB,"If a German-based importing company has its way, Caribbean bananas protected under Europe's banana regime could be in serious trouble."
